Nom|Prénoms|naissance|décès|Nation|Diocèse|Collège d'études|année de référence|Collège du premier poste|Fonction du premier poste|1ère année attestée du 1er poste|date ultime attestée du 1er poste|Collège du deuxième poste|Fonction du deuxième poste|1ère date attestée du deuxième poste|date ultime attestée du deuxième poste|Collège du troisème poste|Fonction du troisième poste|1ère date attestée du troisième poste|Date ultime attestée du troisième poste|Autres informations|Premier grade connu|Second grade connu|Ordre sacré|Bénéfices|Engagement janséniste|Serment civique|Fonctions universitaires|Publications|Référence de la source 1|Référence de la source 2|Référence de la source 3|Autres références de source
Dumesme|Charles|||France|Chartres||1694|Plessis|professeur|1694|1704||||||||||||||||||M3314|||
Dumesnil||||Normandie|Rouen||1713|Navarre|professeur|1713|1713|||||||||Il n'enseigne plus en 1716. |||||||||REG 10|||
Dumont|Louis Antoine|1708||France|Paris (Ville)||1763|||||||||||||En 1775 aucune ancienne fonction enseignante n’est indiquée.|bachelier en théologie||prêtre||||||M3317|U25||
Dumont|Mathieu||1614||||1588|Navarre|principal des grammairiens|1588|1614|||||||||Serait mort épuisé par sa fonction.|bachelier en théologie||prêtre||||||Launoy|||
Dumouchel|Jean Baptiste|||Normandie||Un Dumouchel est boursier  du collège de Justice en 1748-1749|1775|La Marche|professeur de 5e|1775|1775|La Marche|professeur de rhétorique|1777|1791|||||Agrégé de lettres en 1773, il obtient son premier poste en 1775. |||Prêtre en 1777||||recteur 1786-1791||H3 2563 (VI)|H/3/2597|MSJF419|H/3/*/2795/7
Dumoulin|Jacques François|||France|Paris (Ville)||1721||||||||||||||bachelier en droit||clerc||||||M3314|||
Dupont|Denis François|1738||France|Paris (Ville)|Un Dupont est grand boursier du collège de Laon en 1754.|1771|Plessis|professeur de seconde|1771|1791|||||||||Agrégé de lettres, il commence à enseigner en 1771. Décédé après 1797.||||||oui|questeur 1753||carton 26|MSJF419|U25|
Dupont Des Costils (Des Cotis)|André|||Normandie|||1691|Cardinal-Lemoine|professeur d'humanités|1691|1691|Cardinal-Lemoine|professeur de 5e|1696|1696|Cardinal-Lemoine|professeur de 6e|1698|1709|Un procès lui est intenté entre 1711 et 1714 devant le tribunal de l'Université, car il est accusé d'envoyer ses pensionnaires à La Marche. Il finit par être destitué. Décédé après 1730.|||prêtre 1696||||procureur 1729 Censeur 1717 RECEVEUR 1712|aucune|REG 10|LP 11/62|H/3/*/2597|Compère
Duport|Michel Bernard|1755||France|Clermont Ferrand||1778|Louis-Le-Grand|professeur de physique|1781|1800|||||||||Agrégé de philosophie en 1778, il obtient un poste en 1781.|||clerc||||||H/3/2754/A-B|M3318||
Dupuis|Charles François|1742||Normandie|Rouen|Harcourt 3e 1760, 1vet 1763|1770|Lisieux|professeur de rhétorique|1770|1786||professeur émérite|1789|1790|||||Lauréat du concours général. Il a commencé à enseigner en 1767. Décédé après 1797.|||||||||H/3/2597|MSJF419|carton 26|MSJF 414
Dupuy|Étienne Jean Joseph||||||1780|Grassins|professeur de 6e|1780|1780|Grassins|professeur de 4e|1786|1786||||||||||||||H/3/2563|||
Dupuys|Bertrand||||||1779|Plessis|principal|1779|1791||||||||||licencié en théologie|||||non, réfractaire|||H3 2563 (VI)|||
Dupuys|Étienne|||France|Paris (Ville)||1606|Calvi|professeur de philosophie|1606|1610||||||||||Bachelier en théologie||||||recteur 1610||Jourdain|||
Dupuys (Dupuis)|Jean||1739|Picardie|Laon||1688|Mazarin|professeur de 3e|1688|1735|||||||||Naissance vers 1660.|||||appelant|||Réflexions chrétiennes et morales sur des endroits choisis de l’Ancien et du Nouveau Testament ; Réflexions chrétiennes et morales sur des endroits choisis des quatre Évangiles et des actes des apôtres; plusieurs autres odes.|M3314|H/3/2825|H/3/2831|H/3/2830, H/3/2827, H/3/2826,U60
Dupuys De Farge|Pierre François|1733||France|Lyon||1758|||||||||||||En 1775 aucune ancienne fonction enseignante n’est indiquée.|bachelier en théologie||prêtre||||||M3316|U25||
Durais   |Louis|||France|Paris||1706|St  Michel|professeur|1706|1706||||||||||||clerc||||||M3314|||
Durand|Louis Nicolas|||Normandie|Rouen||1705|Cardinal-Lemoine|professeur de philosophie|1705|1740|||||||||Marié, il a une fille, Marie-Anne-Luce Durand. |||Marié||||||REG 10|AN 1739|LP 11/62|H/3/2597; arno : constitution de tontine en 1761
Durand|Pierre|1730||France|Paris (Ville)||1752|Cornouaille|régent|1752|1752||||||||||bachelier en théologie en 1758||sous-diacre|chapellenie|||censeur 1714, procureur 1709, questeur 1704||M3316|||
Durand de Missy|Jean Baptiste|||Normandie|Rouen (Ville)||1716|||||||||||||Inspecteur du collège de Mazarin entre 1741 et 1745.||docteur en théologie 1741|||||||REG 10|H/3/2833|H/3/2832|
Duranthon|Antoine||1772|France|Bourges||1731|Grassins|professeur de philosophie|1737|1739|Maître Gervais|principal|1757|1769||||||bachelier en théologie|docteur en théologie en 1757||vicaire général du diocèse de Mâcon|||questeur 1740|Réponses aux lettres contre l’immunité des Biens ecclésiastiques; Recueil des procès verbaux des assemblées du clergé de France.|M3315||| La France littéraire 1769, La France littéraire 1778 †
Durban|Jacques|||France|Montauban||1687|Cardinal-Lemoine|professeur de grammaire|1687|1687|Cardinal-Lemoine|professeur de rhétorique|1698|1698|||||A cessé d'enseigner avant 1706.|bachelier en théologie||clerc, chapelain , prêtre 1687|chapellenie|||examinateur baccalauréat|aucune|M3314|REG83||
Durieux|Thomas||1726||||1696|Plessis|principal|1696|1726|Ste Barbe|directeur|1726|1726|||||"Il a de fortes  sympathies jansénistes et semble avoir marqué toute une génération d'élèves par cet engagement et ses qualités personnelles, puisqu'on précise souvent qu'untel a fait ses études au Plessis "" sous M. Durieux. "" "|docteur en théologie||||janséniste||||M3314|H/3/2827|H/3/2751; H/3/2750 et Gaullyer|
Durville|Henri Jacques|1725|1812|France|Paris (Ville)||1747|Autun|professeur de philosophie|1747|1748||||||||||bachelier en théologie|docteur en théologie 1767|sous-diacre 1747 prêtre 1767|une chapellenie du diocèse de Rouen et la cure de St Hilaire en 1774-1778, puis la cure de st Barthélemy en 1778-1790.||jureur puis rétracté en 1795||Trad. de Villiers|M3316|H/3/2899/3|Dainville-Barbiche|
Dutour|Jean||||||1629|Cardinal-Lemoine|principal|1629|1629||||||||||||||||||Compère|||
Duval|Claude|||Normandie|Évreux (Ville)||1696|Montaigu|professeur de philosophie|1696|1699|||||||||||licencié en théologie en 1706|||||examinateur baccalauréat 1721||REG 10|AN 1739|CART N|REG 82
Duval|Claude Jules|||France|Vicariat De Pontoise||1701||||||||||||||||acolyte 1697, prêtre 1705||||||M3314|REG 82||
Duval|Guillaume||||||1610|Lisieux|professeur de philosophie|1610|1610|||||||||Procédure est engagée contre lui car il a abandonné les cours trop tôt.|||||||||jourdain|||
Duval|Hippolyte|||France|Sens||1663|Montaigu|professeur|||||||||||A cessé d'enseigner avant 1663.|docteur en théologie en 1663|bachelier en médecine|||||||M3313|||
Duval|Joachim|||Normandie|Gisors||1618|Lisieux|principal et professeur de philosophie|1618|1620||||||||||||||||recteur juin 1618-mars 1619||Jourdain|||
Duval|Pierre|||Normandie|Rouen |Boursier de théologie à Harcourt|1757|Harcourt|professeur de philosophie en 2e année|1757|1779|Harcourt|principal et proviseur|1780|1791|||||A aussi été recteur et bibliothécaire de l'université.  Il a un parent avocat au Parlement de Paris. Décédé après 1797.|bachelier en théologie||prêtre|boursier et prieur du collège d'Harcourt||réfractaire|censeur 1780 à octobre 1781; procureur nation de Normandie|Essais sur différents sujets de philosophie; Réflexions sur le système de la nature|916363|H/3/2597|Bouquet|La France littéraire 1769, 1778 ; MSJF 414; Jourdain; carton 26
Duvet  |||||Vitry Le François||1672|Cornouaille|professeur de philosophie|1672|1672|||||||||noble|bachelier en théologie||||||||M3313|||
Egmont (Wansmesle D’)|Jacques François Claude|||France|Reims||1742|||||||||||||N' a certainement jamais enseigné.|bachelier en théologie|docteur en théologie en 1775|prêtre||||||M3315|U25||
Enguehard|Léonard  André|||France|Paris||1718|Cardinal-Lemoine|professeur|1718|1737|||||||||Nommé principal du collège du Cardinal-Lemoine en 1732, il démissionne immédiatement et obtient la cure attachée au collège en échange.|bachelier en théologie|||Cure de St Jean du Cardinal Lemoine en 1732 et auparavant une chapelle à Notre-Dame.|||||U253|U254|M3314|M3320; BA carton 10294
Ennuvair (D’)|Jean-Nicolas||||||1666|Lisieux|professeur de philosophie|1666|1666||||||||||bachelier en théologie||||||||Jourdain|||
Escomel|François|||France|Vienne   |boursier d’Autun en 1701|1708|Autun|principal|1708|1708||||||||||bachelier en théologie|Bachelier en droit en 1716|prêtre 1706||||censeur 1661||M3314|M3320|H/3/2567/A|
Estoquoy de Schulemberg (D’)|Thomas Adolphe Ferdinand|||France|Reims||1740|||||||||||||Il prépare en 1740 son baccalauréat en théologie.|||clerc||||||M3315|||
Eu de Mont de Noix (D’)|Emmanuel René|1728||France|Paris (Ville)||1749|Trésorier|professeur de philosophie|1749|1749||||||||||||acolyte 1749|En 1790 : chapellenie familiale de 100£ (d. Châlons/Marne), pension de 1500£ donnée en 1764 par le roi, canonicat à Notre-Dame de Paris, et  une pension de 450£ qu'il s'est réservée lors de résignation d'un prieuré/ un d'Eu de Mondenoix est chanoine de Notre-Dame 1764-1780|||||M3316|S7057||
Fagnant|François|||France|Paris|Plessis|1720|||||||||||||Prix  de version latine en 6e au Plessis en 1709, en 5e en 1710.|bachelier en théologie||clerc||||||M3314|M3320||
Faisant|Claude|||France|Paris (Ville)||1719||||||||||||||bachelier en théologie|docteur en théologie en 1737|diacre||||||M3314|M3320|U254|
Fariau|Honoré Jacques|||France|Blois (Ville) |Plessis 4e 1767 1e 1770|1775|||||||||||||Mention au concours général, agrégé de grammaire en 1775, sans poste en 1777, il réside alors au collège de Lisieux.|||||||||MSJF 469|M3317||
Farjonel de Hauterive|Jean Jacques|||France|Autun||1728|Dainville|professeur de philosophie|1728|1728|||||||||Inspecteur du collège de Mazarin en 1750, 1752; puis après interruption en 1756 et 1758. Famille de conseillers au Parlement.||docteur en théologie||Un Farjonel de Hauterive est chanoine de Notre-Dame en 1738-1780|||||M3315|Almanach Royal|arno : quittance en 1751|
Fauchier|François|||France|Clermont- Ferrand||1703|||||||||||||||bachelier en théologie en 1704|sous-diacre 1693, prêtre 1704||||||M3314|REG 82||
Faulte  de  Ribière|Mathieu François|||France|Limoges (Ville)||1727||régent de philosophie|1727|1727|||||||||Il a un parent procureur du roi au bureau des finances de Limoges.||docteur en théologie|clerc|Cure de St Landry 1740-1751|||||M3315|U254|arno : constitution de tontine et bail en 1751|
Fenieux (de  Fénieux)|Joseph|||France|Limoges||1775|Plessis|professeur de philosophie|1775|1780|||||||||Agrégé de philosophie, (célèbre selon ses contemporains).|licencié en théologie||Prêtre||||||M3318|MSJF419|U25|
Fenot|Jean||||||1621|Montaigu|principal|1621|1627||||||||||||||||||Compère|||
Féré|Robert||||||1608|Lisieux|principal|1608|1608||||||||||||||||||Compère|||
Ferlet|Edme|||France|||1777|Lisieux|professeur de 4e|1777|1777|||||||||Agrégé de grammaire.|||Prêtre||||||MSJF 469|||
Feron|Jean Thomas|||Normandie|Rouen (Ville)|Un Feron est boursier de Harcourt en 1714 |1716||||||||||||||||sous-diacre||||censeur 1760-1761 procureur 1758 questeur 1754||REG 10|H/3/*/2821||
Ferrand|Jean|1732||France|Vannes||1753|Lombards|régent|1753|1753|||||||||||bachelier en théologie|acolyte|||||Discours sur l’éducation des princes.|M3316|U25||
Ferrier|Claude||||||1663||régent|1663|1663|||||||||Il est titulaire d'un poste avant sa demande de régence.|||||||||M3313|||
Feuardent|||1691||||1688|Mazarin|professeur de rhétorique|1688|1691|||||||||En 1690, son frère devient chapelain du collège et reçoit  175 livre pour 7 mois d’exercice (300£ en année pleine). Mais au décès du professeur Feuardent en 1691, le chapelain quitte ou perd sa place (est dit ci-devant chapelain).||||chapelain||||Eloge du roi par l'ange protecteur de la France et l'ange défenseur de la religion pour servir de prologue à la tragédie du collège Mazarin|H/3/2825|U 59||
Ficquet|Guillaume|||France|Paris||1702|Montaigu|professeur de philosophie|1702|1718||||||||||bachelier en théologie||||||||U253|M3314||
Fizon de Blammont|Simon Nicolas|||France|Paris (Ville)||1721||||||||||||||||clerc|chanoine à Reims|||||M3314|||
Flament|Charles Sulpice|||Picardie|Amiens|La Marche 3e 1773, 1e 1776|1786|La Marche|professeur de 3e|1786|1791|||||||||Lauréat du concours général, agrégé.||||||réfractaire|||H3 2563 (VI)|H/3/2754/A-B||
Fleury|Jacques|||Normandie|||1693|Grassins|professeur d'humanités|1693|1693|Grassins|professeur de philosophie|1705|1709|||||Naissance vers 1650.|||||||Censeur 1760;procureur en 63||REG 10|||
Fleury|Julien||1725|France|Chartres||1717|Navarre|professeur de rhétorique|1717|1717|||||||||Naissance vers 1650.||||chanoine de Chartres||||Traduction et commentaire d’Apulée.|U253|Dictionnaire des lettres françaises18|u60|Dictionnaire des lettres françaises du 18e s.
Fojole (de)|Jean Baptiste|1735||France|Rodez||1757|Lombards|professeur de philosophie|1757|1757|||||||||noble|||||||||M3316|||
Fontaine|Louis||1752|Normandie|Coutances|Un Fontaine boursier à Harcourt en 1706 ; un Louis François Fontaine a un prix  en 4e au Plessis en 1708.|1739|Navarre|professeur  de grammaire|1739|1747||||||||||||||||questeur 1738||AN 1736|M3316|H/3/*/2597|H/3/*/2821/ 
Fontaine|Sauveur|||France|||1738|St Michel|professeur de philosophie|1738|1738||||||||||||||||||M3315|||
Fontaine de Biré|Marie Sébastien François Régis|1728||France|Angers||1750|Dainville|professeur de philosophie|1750|1750|||||||||||bachelier en théologie|sous-diacre||||||M3316|U25||
Foquet|Etienne|1721||France|Soissons||1769|||||||||||||Agrégé de grammaire en 1769.|||rien|||||aucune|M3317|||
Forestier|||||||1772|Mazarin|vice-principal|1772|1791|Mazarin|principal|1791|1791|||||En 1791, il dénonce aux autorités son prédécesseur et les professeurs suspects.|docteur en théologie|||||oui, jureur||Ode à la vérité.|H/3/2563 (VI)|H/3/2835||
Forget|Antoine Anselme Marie|1725||France|Angers||1752|Grassins|professeur de philosophie en 1ère année|1752|1765||||||||||licencié en théologie|docteur en théologie|prêtre 52|une chapellenie résignée en 1761 pour une autre|||recteur 1691|Ode sur les bontés de Dieu|M3316|U255|916363|U25 ; arno : démission d'une chapellenie en 1761 et concordat pour une chapellenie.
Forget|Jacques François|||Normandie|Évreux||1739|Beauvais|professeur de grammaire|1739|1750||||||||||||||classé janséniste||||AN 1739|H/3/*/2597|U37|
Formentin|||||||1652|Me Gervais|professeur|1652|1652||||||||||||||||||Reg 27|||
Fortin|Jean Thomas|||Normandie|Coutances||1716|Harcourt|principal des artiens|1716|1725|||||||||Il est qualifié de principal du collège d'Harcourt par plusieurs sources entre 1716 et 1725, mais le titulaire officiel de cette fonction est alors Guillaume Dagoumer. |bachelier en théologie|licencié en théologie|prêtre 1713||||||H/3/*/2597|REG 10|MM 243|H/3/*/2821
Fortin|||||||1652|La Marche|professeur|1652|1652||||||||||||||||||Reg 27|||
Fortin |Thomas||1680|Normandie|Coutances||1665|Harcourt|principal puis proviseur |1665|1680|||||||||||docteur en théologie|prêtre|Curé de St Christophe en la Cité|Janséniste en son temps||||ABF||Bouquet|
Fortin de Quédeville|Charles|||Normandie|Coutances||1691|Harcourt|professeur d'humanités|1691|1691||||||||||||prêtre 1696|chanoine de St Germain L’Auxerrois en 1712||||aucune|REG 10|CART N||
Fosse|Claude|1710||France|Paris||1745|La Marche|professeur de 3e|1745|1765||||||||||||clerc|||||aucune|U255|M3316|916363|
Foucault|Hilaire||||||1716||||||||||||||bachelier en théologie||sous-diacre||||||M3314|||
Foucaut|||||||1652|Sainte Barbe|professeur de philosophie|1652|1652||||||||||||||||||Jourdain|||
Fouchard|Mathieu Alexandre|||France|Paris (Ville)||1720||||||||||||||bachelier en théologie||||||||M3314|||
Foucher|Michel|||Normandie||Harcourt probablement|1743|Navarre|principal des grammairiens|1743|1753|Navarre|principal|1753|1768|||||Un Foucher est boursier d’Harcourt en 1710-1712 (H/3/*/2821). Entre 1769 et 1778, il est censeur royal de théologie.|licencié en théologie|docteur en théologie|censeur de théologie||||||916363|H/3/*/2597|La France littéraire|
Foucquet|Bernard François|||France|Rennes||1727|Laon|régent|1727|1727|||||||||Noble.|bachelier en théologie|docteur en théologie en 1737|clerc||||||M3315|U254||
Fouquet|Mathieu|||France|Le Mans||1728|Sées|professeur de philosophie|1728|1728||||||||||bachelier en théologie|||chapellenie en 1728|||||M3315|||
Fourel (Fourelle)|Claude, Charles pour les notaires, Jacques en 1702,||1736|France|Vienne||1692|Autun|principal|1692|1734|Autun|professeur de philosophie|1697|1699|||||En 1692 un Jean-Baptiste et un Barthélemy Fourelsont boursiers du collège.|bachelier en théologie||Prêtre 1663||||||M3314|2259|H/3/2899/3|H/3/2567/A
Fourneau|Guy Antoine|||France|Le Mans||1738|Grassins|professeur de philosophie|1741|1761||||||professeur de rhétorique émérite|1775|1776||licencié en théologie||acolyte 1738|chanoine de Reims et vicaire général de l'archevêque en 1758, il examine à ce titre les comptes du collège de Reims.||||Ciceronis Opera|U255|M3315|M3316|H3/2760-61
Fournier|Adrien|||France|Meaux||1701||||||||||||||bachelier en théologie||clerc 1701|chapellenie dans le diocèse de Meaux (120 livres)|||||M3314|REG 82||
Fournier|Denis-François|||Normandie|||1775|Harcourt|professeur de philosophie|1775|1790|Harcourt|professeur de physique|1791|1791|||||Agrégé de philosophie en 1773, il enseigne depuis 1775.|licencié en théologie||Prêtre|||oui|||H/3/2563|H/3/2597|MSJF419|
